Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,MS20-R020A20L-10L,"CoroMill® MS20, cutter for square shoulder milling",Shoulder milling cutter - indexable,7323226009590,Images/252731881__400X40072Dpi,DXF/252731880,SANDVIK COROMANT,MS20-R020A20L-10L,SANDVIK COROMANT,,8068093
