Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,2F365-0800-050-TD   1745,"CoroMill® Plura, solid carbide end mill for high feed side milling",Shoulder milling cutter - solid,7323228902141,Images/292729489__400X40072Dpi,DXF/294663338,SANDVIK COROMANT,2F365-0800-050-TD   1745,SANDVIK COROMANT,1745,8840237
