Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,MS20-R040A32L-10L,"CoroMill® MS20, cutter for square shoulder milling",Shoulder milling cutter - indexable,7323226010121,Images/252727759__400X40072Dpi,DXF/252727756,SANDVIK COROMANT,MS20-R040A32L-10L,SANDVIK COROMANT,,8068146
