Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,MS20-R016A16-10L,"CoroMill® MS20, cutter for square shoulder milling",Shoulder milling cutter - indexable,7323226009507,Images/441887508__400X40072Dpi,DXF/252729050,SANDVIK COROMANT,MS20-R016A16-10L,SANDVIK COROMANT,,8068084
