Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,MS20-R025A25L-10L,"CoroMill® MS20, cutter for square shoulder milling",Shoulder milling cutter - indexable,7323226009736,Images/252725974__400X40072Dpi,DXF/252725976,SANDVIK COROMANT,MS20-R025A25L-10L,SANDVIK COROMANT,,8068107
