Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,MS20-R030A25L-10L,"CoroMill® MS20, cutter for square shoulder milling",Shoulder milling cutter - indexable,7323226009842,Images/252727003__400X40072Dpi,DXF/252727004,SANDVIK COROMANT,MS20-R030A25L-10L,SANDVIK COROMANT,,8068118
