Type,Item ID,Description,GTC Assortment,Barcode,Image ID,DXF ID,Supplier ID,Supplier Ordering code,Manufacturer ID,Grade,Material ID
#1,2F366-2000-050-TD   1745,"CoroMill® Plura, solid carbide end mill for high feed side milling",Shoulder milling cutter - solid,7323228902318,Images/292729595__400X40072Dpi,DXF/294664314,SANDVIK COROMANT,2F366-2000-050-TD   1745,SANDVIK COROMANT,1745,8840284
